i_item_sk,i_item_desc,i_brand,i_class,i_category,i_manufact,i_color,i_units,i_container,i_product_name
1568,"Other, likely eyes call thoroughly english others. Grounds think more initially friendly forms. Responsible minutes would use as. Present, individual sit","amalgimporto #1","accessories","Men","ablepriation","saddle","Bundle","Unknown","eingcallyantiought"
1574,"Different articles say p","exportiimporto #1","pants","Men","antiationation","violet","Oz","Unknown","eseationantiought"
1595,"Things used to support yet early conditions; minutes must make halfway critical masters. Open trials m","importoimporto #2","shirts","Men","ationationable","rose","Gram","Unknown","antin stantiought"
1604,"Favorite needs will not see only. Very new lines must discus","amalgimporto #1","accessories","Men","callypripri","puff","Pound","Unknown","esebarcallyought"
1606,"Ideological, great beans think churches. Far marvellous minutes incorporate less than; all deep authorities take left, developing shareholders; toxic, overall departments","exportiimporto #1","pants","Men","callyableought","tan","Pound","Unknown","callybarcallyought"
1619,"Even major types used to perceive always","exportiimporto #2","pants","Men","ationoughtanti","sky","N/A","Unknown","n stoughtcallyought"
1622,"Heads ought to show necessary, large travellers. Loosely known children","exportiimporto #1","pants","Men","oughtbarable","tomato","Gross","Unknown","ableablecallyought"
1633,"Proposals go recently visually black years; junior, continuing games absorb never abstract, small reasons. Us","edu packimporto #2","sports-apparel","Men","n stoughtable","smoke","Bunch","Unknown","pripricallyought"
1641,"Bad, original councils ought to let human, new procedures. Fingers must take ordinary relations; traditional, english services like too particular, various responsibilities. Possible, responsi","importoimporto #2","shirts","Men","n stantiought","slate","N/A","Unknown","oughtesecallyought"
1648,"Developments remember as brief stages. Black, strong years involve members. Causes realise. Routine prices may help attractive, legal fingers. Current, christian","importoimporto #1","shirts","Men","ableeingpri","seashell","Gross","Unknown","eingesecallyought"
1652,"Years must","exportiimporto #1","pants","Men","ableeingought","sandy","Unknown","Unknown","ableanticallyought"
1676,"So other men will borrow still; then good bottles could tear more financial times. New years drive also. Products know out of the eyes. Close processes can pay ironica","amalgimporto #1","accessories","Men","oughtantiese","violet","Case","Unknown","callyationcallyought"
1683,"Seriously universal elements drop at last things. Slight, national days should not restart both new husbands; civil, old reports could exceed stairs. Above usual children owe eve","importoimporto #2","shirts","Men","n steingought","powder","Carton","Unknown","prieingcallyought"
1695,"Peculiar sections can find also by a skills. Regular references will","edu packimporto #2","sports-apparel","Men","ationoughtable","peach","Gross","Unknown","antin stcallyought"
1699,"Characters should hook different, possible m","edu packimporto #2","sports-apparel","Men","eseoughtable","pink","Oz","Unknown","n stn stcallyought"
1703,"Active, odd taxes ignore. Po","exportiimporto #2","pants","Men","n station","beige","Ton","Unknown","pribarationought"
1704,"Current rises find extremely solid, important managers. Standards could modernise likely levels. Left units come other, reduced situations. Just military applications meet then teachers; social, pe","exportiimporto #1","pants","Men","n stesecally","navajo","Cup","Unknown","esebarationought"
1729,"Teachers keep in public growing, religious stories. Also traditional governments hurt for the women; also red women fix almost so french cases; commerci","edu packimporto #2","sports-apparel","Men","callyoughtpri","wheat","Pallet","Unknown","n stableationought"
1734,"Buildings show nevertheless hotels. As firm relations spot by a weeks. Directions will obtain now at a plants. Cheap, large pupils derive really. Available particles shall raise","importoimporto #1","shirts","Men","prieseought","wheat","Oz","Unknown","esepriationought"
1742,"Spec","exportiimporto #1","pants","Men","callycallyese","snow","Each","Unknown","ableeseationought"
1750,"Files hear later in a flowers. Other conditions shall make fires. Available, special novels would move in a services. Western, top fears fit even universities. Then recent days promote very traditi","edu packimporto #1","sports-apparel","Men","callyable","wheat","Pound","Unknown","barantiationought"
1758,"Forward, ancient styles will stop yet years. Public, fine things may know therefore as involved applicants; strangely social ways isolate on a pieces. Defe","importoimporto #1","shirts","Men","ationeseought","sky","Dozen","Unknown","eingantiationought"
1767,"Proposed, national bills lead oddly detailed, difficult adults. Potential, male days allow heads. Russian, modern functio","importoimporto #2","shirts","Men","eingoughtable","rose","Pallet","Unknown","ationcallyationought"
1769,"Exactly possible affairs compensate then increases. A little general women keep perfectly often british others; strange, nasty drivers may fa","exportiimporto #2","pants","Men","eingbarcally","sandy","Case","Unknown","n stcallyationought"
1776,"Arms think somewhat likely patterns. Clothes could come later; libraries look never. Actual, video-taped ap","importoimporto #1","shirts","Men","ationpripri","violet","Tsp","Unknown","callyationationought"
1781,"Rooms hang perhaps for a possibilities. Afraid, different regions shall place secondly other, only years. European, eastern newspapers arres","importoimporto #2","shirts","Men","eingese","turquoise","Ounce","Unknown","oughteingationought"
1789,"Close shoulders control just families. Ideas register then ready years. Together regular attempts want dramati","importoimporto #2","shirts","Men","ationantiable","peach","Lb","Unknown","n steingationought"
1794,"Then sensible months would go other, profitable systems. For instance easy cigarettes accommodate perhaps holy changes. Persistent schools should eat. Away white schools would give under. Able grou","importoimporto #1","shirts","Men","oughtcallyese","white","Box","Unknown","esen stationought"
1,"Powers will not get influences. Electoral ports should show low, annual chains. Now young visitors may pose now however final pages. Bitterly right children suit increasing, leading el","exportischolar #2","pop","Music","ableanti","spring","Tsp","Unknown","ought"
15,"Important grounds rip there just big vehicles. Journalists w","importoscholar #2","country","Music","barcallyese","royal","Pound","Unknown","antiought"
42,"Personal years understand doubtfully apparent, detailed knees; random, other boys cover around spec","exportischolar #1","pop","Music","bareseanti","powder","Cup","Unknown","ableese"
44,"So general leaves discover clinical things. Sales get","amalgscholar #1","rock","Music","eseableought","chocolate","Case","Unknown","eseese"
48,"Worldwide difficult shapes say reasonably too following times. Public, complete individuals may take for example civil, nea","amalgscholar #1","rock","Music","ableantiable","thistle","Dram","Unknown","eingese"
70,"Days shall let by a levels. Existing, fit rocks sort awkward techniques. Good bits must avoid by a uses. New, glorious reactions will return for a spirits. Further sp","edu packscholar #1","classical","Music","antieseese","rose","Dram","Unknown","baration"
90,"Just chief structures would not avoid. Lines put with a hours. Children used to go especially votes. Eyes may not make afterwards severe, liberal changes; secondary services may desire still ov","amalgscholar #1","rock","Music","ationbarn st","blue","Tsp","Unknown","barn st"
95,"Yet great workers ought to go. Living bases panic by a lines. Already bitter teeth buy more with a employees;","exportischolar #2","pop","Music","eseantiable","pale","Tbl","Unknown","antin st"
100,"Ruling troops used to undertake better dead me","exportischolar #1","pop","Music","ablecallyese","peru","N/A","Unknown","barbarought"
117,"Everywhere large things could increase. Together independent cases cannot draw to a centuries. Different a","importoscholar #2","country","Music","oughtpriable","pale","Gross","Unknown","ationoughtought"
131,"Final orders give else. International, living personnel may miss significant companies. Black, american numbers put then","importoscholar #2","country","Music","n stesepri","saddle","Ounce","Unknown","oughtpriought"
140,"Well famous pubs use so accounts. Losses should not generate certain stars. Positive blues pro","importoscholar #1","country","Music","callyeingable","green","Gross","Unknown","bareseought"
146,"Normal things beat also general agents. Other patients must not restore mu","amalgscholar #1","rock","Music","eseesecally","royal","Unknown","Unknown","callyeseought"
153,"Circumstances would not turn pieces. Possible supporters ought to date nearly terrible awards. Other, american affa","edu packscholar #2","classical","Music","prin st","papaya","Oz","Unknown","priantiought"
